Review	Liked
We try to stop here every time we go to KCMO. Fantastic locally sourced food. Always delicious! Something is available for omnivores, vegetarians & vegans alike. Staff are super friendly. Closes in the afternoon, so no dinner here. Great breakfasts!	1
Succotash is a Kansas City Staple. Paris has the Eiffel Tower, Springfield has crystal meth, we've got Succotash. Somehow, it's so hipster that it feels anti-hipster (which, let's face it, is super hipster.) I've never had a bad experience here. The serving style is super laissez-fair, and I don't mean that in a bad way. No one takes themselves that seriously and, in return, you just don't set your bar too high. Once the food comes out and hits your taste buds, it's an overwhelming experience like no other. I could rave about the French toast for days 🤤 and their fresh-squeezed, housemate juices are so gorgeous & delicious. It's like, "Woah! Wasn't expecting that!"	1
Love the atmosphere!  Such a down to earth cool vibe.  Best Cuban sandwich I've ever had! Service is always friendly, feels like home	1
Stopped in for breakfast on the morning of the SuperBowl largely due to good reviews on here. So glad we did! It's a blend of old-fashioned and modern at the same tie. I ordered the special red velvet pancakes that they had in honor of the Chiefs making it to the SuperBowl and they were outstanding. They literally outdid themselves by making a Chiefs arrowhead with yellow frosting on my cakes (see pic). My friend had the pork hash and it looked amazing. The bacon and eggs I had with my pancakes were outstanding and the price was more than reasonable. They even gave us a military discount. They don't have a dedicated parking lot, but don't let that stop you from going in to this place and getting a great breakfast!	1
This might be the best breakfast I've had and it was definitely the best coffee. True coffee artisans! Worth the wait in line but the waiting list through your phone is super cool. The peachy swedes are an incredibly original dish =amazing! Chorizo Southwest hash was really good. It had a lot of extra ingredients like Pico and verde salsa. So good. The blueberry pancakes are incredible! We had a great time, fun atmosphere, great service even though this place was packed and amazing food.	1
Had a party of 18, food and service was great,	1
You know you're in love with a joint when you discover it one day and come back the next with someone else so you can share the experience. The menu is eclectic with flavor combos you wouldn't necessarily think...HUGE, delicious flavors. There's truly something for everyone. And to boot, the staff is incredible. I'll definitely be making another visit...soon!	1
Excellent food and juices. Plenty of vegan and non-vegan options. There is a long wait, but worth the wait. I highly recommend their "vegan kitchen sink" and veggie sausage.	1
Delicious food for normal diets, gluten free, and vegans!! Got seated right away even on a Saturday morning and service was good. Great coffee options!	1
Amazing food. Urban hipster vibe. Great organized menu with many diverse offerings. Portion sizes are very good and justify the cost well. Great option for a brunch.	1
Amazing food with awesome vegetarian and vegan options. So good you may not wanna tell your grandma about it!	1
The food was really good and you got a lot of it . I cant wait to go back and eat there again	1
Trendy brunch eatery. Food was delicious! Try the eggs benedict - you can't go wrong!	1
Beth, the place is phenomenal and so is the food!!  The pork hash tasted great and the portion was generous.  I kept getting distracted by the amazing dishes that were being served around me.  Thank you so much for inviting me down and I look forward to eating there again and again.	1
Wow! The gobbler is the best sandwich I have ever had. More flavor than a burger. House salad was killer too!	1
I didn't know this place was even here or so close to us. It's a pooping little joint. I love that it caters to vegan and vegetarians. You can also substitute the bacon for turkey for chicken if your a meat eater. It's a little in the pricey side but still worth another visit. The water was very helpful also.	1
We were seated right away which was awesome, because it soon got very busy with a line out the door. The food was delicious, options for gluten free and vegans. Atmosphere was fun and eccentric.	1
One of the top places to go to in Kansas. Love the Salmon Eggs Benedict. Ask for an egg over easy as they don't poach eggs there. You won't regret it!	1
LOVE this place! Best brunch in the city, hands down. Delicious affordable food, hip but welcoming staff, creative cool atmosphere! The wait can be long on the weekends but it's definitely worth it!	1
Fun atmosphere, wonderful food, and great service! It was very busy when there, but still received very attentive service. Highly recommend.	1
My favorite place to take out of town guests.  I love succotash and always recommend it to anyone looking for a great place to eat.  The atmosphere is wonderful.  It's a bit noisy with all the people sometimes so if you don't like noisy places, avoid it.  Otherwise, I think you'll love it!	1
My son and I went here while visiting from Omaha for our Father's day trip, and will return the first chance we get! I had the Vegan Sink and it was one of the best vegan dishes I've ever had! My son got the Nutella S'mores French Toast. The food was amazing and the service was exceptional!	1
We came for the Passport program and also got the meatballs. The Egg Nog drink was good and the meatballs were very good. Service and ambience were good as well!	1
Awesome experience.  Ambience is upscale, but the environment warm and welcoming. Menu is diverse and the chef made an accommodation that was outstanding!  Madeleine took incredible care of us and added so much to the dinner experience.  Highly recommend!	1
It was just not good. It had a lot of hype from the hotel front desk staff. Rather than going out to a nicer restaurant we stayed at the hotel and ate there. It is more of a lounge than restaurant, their drink selection was very minimal, my medium rare steak was well done. It was loud having a jazz band there. The service was not great. The drunk man yelling at the tv was icing on the cake. Will not be back and do not recommend.	0
As always, the service was impeccable. Mary took great care of us throughout our drinks, dinner, and dessert.  The Beef Bourginion was delicious as was the (seasonal) Egg Nog,. Cinnamon instead of nutmeg added a neat twist to the drink.	1
The hotel was absolutely amazing.  But the restaurant was absolutely horrible.  I mean who serves a steak with no sides. Will never eat there again.	0
This is my favorite restaurant when I'm staying downtown in Kansas City.  I invariably order the salmon and a couple of glasses of the house red wine.  I can't vouch for anything else, but I could eat that same meal every day.  It's that good.	1
Service average food pretty good very nice atmosphere	1
